target_chembl_ID,organism,tax_id,pref_name,component_synonym
CHEMBL2111462,Homo sapiens,9606,Thyroid hormone receptor,THRB
CHEMBL2111463,Homo sapiens,9606,GABA-B receptor,GABBR1
CHEMBL2111463,Homo sapiens,9606,GABA-B receptor,GABBR2
CHEMBL2111480,Homo sapiens,9606,Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR),FLT1
CHEMBL2111480,Homo sapiens,9606,Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR),KDR
CHEMBL2111329,Homo sapiens,9606,Adenosine receptor,ADORA1
CHEMBL2111329,Homo sapiens,9606,Adenosine receptor,ADORA2B
CHEMBL2111329,Homo sapiens,9606,Adenosine receptor,ADORA3
CHEMBL2111329,Homo sapiens,9606,Adenosine receptor,ADORA2A
CHEMBL2111330,Homo sapiens,9606,Ribosomal protein S6 kinase (P70S6K),RPS6KB2
CHEMBL2111330,Homo sapiens,9606,Ribosomal protein S6 kinase (P70S6K),RPS6KB1
CHEMBL2111332,Homo sapiens,9606,Serotonin 3 (5-HT3) receptor,HTR3A
CHEMBL2111332,Homo sapiens,9606,Serotonin 3 (5-HT3) receptor,HTR3B
CHEMBL2111337,Homo sapiens,9606,Atrial natriuretic peptide receptor,NPR2
CHEMBL2111337,Homo sapiens,9606,Atrial natriuretic peptide receptor,NPR1
CHEMBL2111337,Homo sapiens,9606,Atrial natriuretic peptide receptor,NPR3
CHEMBL2111341,Homo sapiens,9606,Dopamine D1 and D2 receptor,DRD2
CHEMBL2111341,Homo sapiens,9606,Dopamine D1 and D2 receptor,DRD1
CHEMBL2111348,Homo sapiens,9606,Soluble guanylate cyclase,GUCY1B1
CHEMBL2111348,Homo sapiens,9606,Soluble guanylate cyclase,GUCY1B2
CHEMBL2111348,Homo sapiens,9606,Soluble guanylate cyclase,GUCY1A2
CHEMBL2111348,Homo sapiens,9606,Soluble guanylate cyclase,GUCY1A1
CHEMBL2111369,Homo sapiens,9606,Inosine-5'-monophosphate dehydrogenase (IMPDH),IMPDH1
CHEMBL2111369,Homo sapiens,9606,Inosine-5'-monophosphate dehydrogenase (IMPDH),IMPDH2
CHEMBL2111387,Homo sapiens,9606,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor),ALK
CHEMBL2111387,Homo sapiens,9606,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor),NPM1
CHEMBL2111392,Homo sapiens,9606,GABA A receptor alpha-1/beta-1/gamma-2,GABRA1
CHEMBL2111392,Homo sapiens,9606,GABA A receptor alpha-1/beta-1/gamma-2,GABRG2
CHEMBL2111392,Homo sapiens,9606,GABA A receptor alpha-1/beta-1/gamma-2,GABRB1
CHEMBL2111407,Homo sapiens,9606,Integrin alpha-V/beta-1,ITGB1
CHEMBL2111407,Homo sapiens,9606,Integrin alpha-V/beta-1,ITGAV
CHEMBL2111353,Homo sapiens,9606,Serine/threonine-protein kinase AKT,AKT2
CHEMBL2111353,Homo sapiens,9606,Serine/threonine-protein kinase AKT,AKT3
CHEMBL2111353,Homo sapiens,9606,Serine/threonine-protein kinase AKT,AKT1
CHEMBL2111362,Homo sapiens,9606,Integrin alpha-M/beta-2,ITGB2
CHEMBL2111362,Homo sapiens,9606,Integrin alpha-M/beta-2,ITGAM
CHEMBL2146302,Homo sapiens,9606,"Glutaminase kidney isoform, mitochondrial",GLS
CHEMBL2146346,Homo sapiens,9606,Neurogenic locus notch homolog protein 1,NOTCH1
CHEMBL2176771,Homo sapiens,9606,Complement factor D,CFD
CHEMBL2176839,Homo sapiens,9606,Toll-like receptor 5,TLR5
CHEMBL2176846,Homo sapiens,9606,Advanced glycosylation end product-specific receptor,AGER
CHEMBL2176855,Homo sapiens,9606,C-type lectin domain family 4 member C,CLEC4C
CHEMBL2189110,Homo sapiens,9606,Histone-lysine N-methyltransferase EZH2,EZH2
CHEMBL2189121,Homo sapiens,9606,GTPase KRas,KRAS
CHEMBL2216739,Homo sapiens,9606,"Carnitine O-palmitoyltransferase 1, muscle isoform",CPT1B
CHEMBL2221348,Homo sapiens,9606,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)",KCNQ2
CHEMBL2221348,Homo sapiens,9606,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)",KCNQ3
CHEMBL2311224,Bacteria,2,Bacterial DNA gyrase,gyrB
CHEMBL2311224,Bacteria,2,Bacterial DNA gyrase,gyrA
CHEMBL2311225,Streptococcus pneumoniae,1313,DNA gyrase,gyrB
CHEMBL2311225,Streptococcus pneumoniae,1313,DNA gyrase,gyrA
CHEMBL2311236,Homo sapiens,9606,High mobility group protein B1,HMGB1
CHEMBL2311244,Neisseria gonorrhoeae,485,DNA gyrase,gyrA
CHEMBL2311244,Neisseria gonorrhoeae,485,DNA gyrase,gyrB
CHEMBL2321613,Homo sapiens,9606,Potassium channel subfamily K member 3,KCNK3
CHEMBL2321614,Homo sapiens,9606,Potassium channel subfamily K member 9,KCNK9
CHEMBL2321615,Homo sapiens,9606,Potassium channel subfamily K member 2,KCNK2
CHEMBL2331040,Staphylococcus epidermidis,1282,DNA gyrase,gyrB
CHEMBL2331040,Staphylococcus epidermidis,1282,DNA gyrase,gyrA
CHEMBL2331041,Homo sapiens,9606,Potassium channel subfamily K member 10,KCNK10
CHEMBL2331042,Homo sapiens,9606,Potassium channel subfamily K member 18,KCNK18
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN1A
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN5A
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN4A
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN7A
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN2A
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN9A
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN3A
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN11A
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN8A
CHEMBL2331043,Homo sapiens,9606,Sodium channel alpha subunit,SCN10A
CHEMBL2331059,Homo sapiens,9606,Delta(24)-sterol reductase,DHCR24
CHEMBL2331065,Homo sapiens,9606,Alpha-ketoglutarate-dependent dioxygenase FTO,FTO
CHEMBL2331074,Homo sapiens,9606,Adrenergic receptor,ADRA1A
CHEMBL2331074,Homo sapiens,9606,Adrenergic receptor,ADRA2A
CHEMBL2331074,Homo sapiens,9606,Adrenergic receptor,ADRB1
CHEMBL2331074,Homo sapiens,9606,Adrenergic receptor,ADRB2
CHEMBL2331074,Homo sapiens,9606,Adrenergic receptor,ADRA2C
CHEMBL2331074,Homo sapiens,9606,Adrenergic receptor,ADRA1D
CHEMBL2331074,Homo sapiens,9606,Adrenergic receptor,ADRA1B
CHEMBL2331074,Homo sapiens,9606,Adrenergic receptor,ADRA2B
CHEMBL2331074,Homo sapiens,9606,Adrenergic receptor,ADRB3
CHEMBL2331075,Homo sapiens,9606,D2-like dopamine receptor,DRD2
CHEMBL2331075,Homo sapiens,9606,D2-like dopamine receptor,DRD3
CHEMBL2331075,Homo sapiens,9606,D2-like dopamine receptor,DRD4
CHEMBL2346493,Homo sapiens,9606,Frizzled-1,FZD1
CHEMBL2354204,Bacteria,2,Bacterial penicillin-binding protein,dacB
CHEMBL2354204,Bacteria,2,Bacterial penicillin-binding protein,ftsI
CHEMBL2354204,Bacteria,2,Bacterial penicillin-binding protein,mrcA
CHEMBL2354204,Bacteria,2,Bacterial penicillin-binding protein,mrcB
CHEMBL2354204,Bacteria,2,Bacterial penicillin-binding protein,dacA
CHEMBL2354204,Bacteria,2,Bacterial penicillin-binding protein,mrdA
CHEMBL2354204,Bacteria,2,Bacterial penicillin-binding protein,dacC
CHEMBL2354313,Bacteria,2,Bacterial penicillin-binding protein 2,mrdA
CHEMBL2362972,Staphylococcus aureus,1280,Penicillin-binding protein,pbp4
CHEMBL2362972,Staphylococcus aureus,1280,Penicillin-binding protein,pbpF
CHEMBL2362972,Staphylococcus aureus,1280,Penicillin-binding protein,mecA
CHEMBL2362972,Staphylococcus aureus,1280,Penicillin-binding protein,PBP2
CHEMBL2362972,Staphylococcus aureus,1280,Penicillin-binding protein,pbpA
CHEMBL2362973,Streptococcus pneumoniae,1313,Penicillin-binding protein,pbp1a
CHEMBL2362973,Streptococcus pneumoniae,1313,Penicillin-binding protein,pbp1b
CHEMBL2362973,Streptococcus pneumoniae,1313,Penicillin-binding protein,pbp2a
CHEMBL2362973,Streptococcus pneumoniae,1313,Penicillin-binding protein,pbp2b
CHEMBL2362973,Streptococcus pneumoniae,1313,Penicillin-binding protein,PBP2X
CHEMBL2362973,Streptococcus pneumoniae,1313,Penicillin-binding protein,pbp3
CHEMBL2362985,Sarcoptes scabiei type hominis,197185,Voltage-sensitive sodium channel,vssc
CHEMBL2362986,Homo sapiens,9606,ATP-binding cassette sub-family A member 1,ABCA1
CHEMBL2362987,Human immunodeficiency virus,12721,Transmembrane glycoprotein gp41,env
CHEMBL2362988,Pediculus humanus capitis,121226,Acetylcholinesterase,Ace1
CHEMBL2362989,Homo sapiens,9606,"DNA topoisomerase I, mitochondrial",TOP1MT
CHEMBL2362990,Homo sapiens,9606,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPS1
CHEMBL2362992,Homo sapiens,9606,Amidophosphoribosyltransferase,PPAT
CHEMBL2362993,Mycobacterium leprae (strain TN),272631,Dihydropteroate synthase 1,folP1
CHEMBL2362994,Hepatitis B virus,10407,DNA polymerase/reverse transcriptase,P
CHEMBL2362995,Homo sapiens,9606,Voltage-gated T-type calcium channel,CACNA1H
CHEMBL2362995,Homo sapiens,9606,Voltage-gated T-type calcium channel,CACNA1G
CHEMBL2362995,Homo sapiens,9606,Voltage-gated T-type calcium channel,CACNA1I
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNQ1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCND3
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNH2
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNA2
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNA1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNQ2
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNQ3
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNA7
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNQ5
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNQ4
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNH1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNA4
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNA5
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNA3
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNA6
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNC1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCND2
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNB2
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNC4
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNC3
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNB1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNA10
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNV1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNH5
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNG3
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNG4
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNV2
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNS1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNH8
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNC2
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNS3
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNH6
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNF1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNH7
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCND1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNG1
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNG2
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNH3
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNS2
CHEMBL2362996,Homo sapiens,9606,Voltage-gated potassium channel,KCNH4
CHEMBL2362997,Homo sapiens,9606,Muscle-type nicotinic acetylcholine receptor,CHRNA1
CHEMBL2362997,Homo sapiens,9606,Muscle-type nicotinic acetylcholine receptor,CHRNG
CHEMBL2362997,Homo sapiens,9606,Muscle-type nicotinic acetylcholine receptor,CHRNB1
CHEMBL2362997,Homo sapiens,9606,Muscle-type nicotinic acetylcholine receptor,CHRND
CHEMBL2362997,Homo sapiens,9606,Muscle-type nicotinic acetylcholine receptor,CHRNE
CHEMBL2363020,Pseudomonas aeruginosa,287,Penicillin-binding protein,pbpB
CHEMBL2363020,Pseudomonas aeruginosa,287,Penicillin-binding protein,pbpA
CHEMBL2363020,Pseudomonas aeruginosa,287,Penicillin-binding protein,ponB
CHEMBL2363020,Pseudomonas aeruginosa,287,Penicillin-binding protein,pbpC
CHEMBL2363020,Pseudomonas aeruginosa,287,Penicillin-binding protein,dacA
CHEMBL2363020,Pseudomonas aeruginosa,287,Penicillin-binding protein,mrcA
CHEMBL2363021,Staphylococcus,1279,Penicillin-binding protein,pbp4
CHEMBL2363021,Staphylococcus,1279,Penicillin-binding protein,pbpF
CHEMBL2363021,Staphylococcus,1279,Penicillin-binding protein,mecA
CHEMBL2363021,Staphylococcus,1279,Penicillin-binding protein,PBP2
CHEMBL2363021,Staphylococcus,1279,Penicillin-binding protein,pbpA
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1H
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA2D1
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1C
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA2D3
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1S
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA2D2
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1D
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1A
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1B
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1G
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA2D4
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1I
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1F
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNA1E
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNB4
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNB2
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNB1
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNB3
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNG7
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNG5
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNG2
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNG4
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNG8
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNG3
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNG6
CHEMBL2363032,Homo sapiens,9606,Voltage-gated calcium channel,CACNG1
CHEMBL2363033,Streptococcus pneumoniae,1313,Topoisomerase IV,parC
CHEMBL2363033,Streptococcus pneumoniae,1313,Topoisomerase IV,parE
CHEMBL2363041,Homo sapiens,9606,Sphingosine 1-phosphate receptor,S1PR5
CHEMBL2363041,Homo sapiens,9606,Sphingosine 1-phosphate receptor,S1PR2
CHEMBL2363041,Homo sapiens,9606,Sphingosine 1-phosphate receptor,S1PR4
CHEMBL2363041,Homo sapiens,9606,Sphingosine 1-phosphate receptor,S1PR3
CHEMBL2363041,Homo sapiens,9606,Sphingosine 1-phosphate receptor,S1PR1
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),POLA1
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),POLD4
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),POLD3
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),POLD1
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),POLD2
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),POLE
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),POLA2
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),PRIM1
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),PRIM2
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),POLE2
CHEMBL2363042,Homo sapiens,9606,DNA polymerase (alpha/delta/epsilon),POLE3
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHA2
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHB2
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHA5
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHA4
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHA8
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHA6
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHA7
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHB3
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHA3
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHB1
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHB4
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHA1
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHB6
CHEMBL2363043,Homo sapiens,9606,Ephrin receptor,EPHA10
CHEMBL2363044,Homo sapiens,9606,Alcohol dehydrogenase class I,ADH1A
CHEMBL2363044,Homo sapiens,9606,Alcohol dehydrogenase class I,ADH1B
CHEMBL2363044,Homo sapiens,9606,Alcohol dehydrogenase class I,ADH1C
CHEMBL2363049,Homo sapiens,9606,Epidermal growth factor receptor,ERBB2
CHEMBL2363049,Homo sapiens,9606,Epidermal growth factor receptor,EGFR
CHEMBL2363049,Homo sapiens,9606,Epidermal growth factor receptor,ERBB4
CHEMBL2363049,Homo sapiens,9606,Epidermal growth factor receptor,ERBB3
CHEMBL2363051,Onchocerca volvulus,6282,Glutamate-gated chloride channel,GluClX
CHEMBL2363052,Homo sapiens,9606,Glycine receptor (alpha-1/beta),GLRA1
CHEMBL2363052,Homo sapiens,9606,Glycine receptor (alpha-1/beta),GLRB
CHEMBL2363062,Homo sapiens,9606,Janus Kinase (JAK),JAK3
CHEMBL2363062,Homo sapiens,9606,Janus Kinase (JAK),JAK1
CHEMBL2363062,Homo sapiens,9606,Janus Kinase (JAK),JAK2
CHEMBL2363062,Homo sapiens,9606,Janus Kinase (JAK),TYK2
CHEMBL2363063,Homo sapiens,9606,KCNQ (Kv7) potassium channel,KCNQ1
CHEMBL2363063,Homo sapiens,9606,KCNQ (Kv7) potassium channel,KCNQ2
CHEMBL2363063,Homo sapiens,9606,KCNQ (Kv7) potassium channel,KCNQ3
CHEMBL2363063,Homo sapiens,9606,KCNQ (Kv7) potassium channel,KCNQ5
CHEMBL2363063,Homo sapiens,9606,KCNQ (Kv7) potassium channel,KCNQ4
CHEMBL2363064,Homo sapiens,9606,Monoamine transporter,SLC6A4
CHEMBL2363064,Homo sapiens,9606,Monoamine transporter,SLC6A3
CHEMBL2363064,Homo sapiens,9606,Monoamine transporter,SLC6A2
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),MT-ND6
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA10
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFS8
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),MT-ND4L
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA6
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),MT-ND1
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB6
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA4
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA11
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB7
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),MT-ND2
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFS2
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),MT-ND5
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA8
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB5
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),MT-ND4
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),MT-ND3
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFAB1
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA1
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFS4
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB3
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFC1
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA2
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFS5
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFS7
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFS6
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB1
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFS3
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA3
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB4
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB8
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB2
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA7
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFC2
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB10
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFV2
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFS1
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFV1
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFV3
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA5
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA9
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFAF2
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFAF3
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA4L2
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB11
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFAF4
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA13
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFA12
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFAF1
CHEMBL2363065,Homo sapiens,9606,Mitochondrial complex I (NADH dehydrogenase),NDUFB9
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE5A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE4A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE3A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE6H
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE6G
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE2A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE7A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE1A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE9A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE6B
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE4D
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE4B
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE6D
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE6A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE3B
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE6C
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE8B
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE10A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE1B
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE4C
