Drug,Targets
cilastatin,"['DPEP1', 'HIST1H3H', 'PGA4', 'AKR1C3', 'ACE', 'GSTP1', 'UXS1', 'GIF', 'UGDH', 'PDE4A', 'AADAT', 'HRAS', 'DMPK', 'NME2', 'FOLH1', 'EP300', 'COMT', 'CPB2', 'PPP1CA', 'HIST1H4I', 'PPP2R5C', 'THRB', 'EPHX2', 'GOT1', 'RAP1A', 'TAF10', 'TAF10', 'TAF10', 'TAF10', 'TAF10', 'TAF10', 'PANK3', 'ACE', 'EPHX2', 'SIRT6', 'RELA', 'MGAM', 'PCNA', 'FKBP4', 'AKT1', 'OGT', 'PPP2R3B']"
valproic acid,"['PROC', 'F2', 'NMNAT1', 'F2R', 'PGA4', 'TK1', 'CBR1', 'EIF2AK2', 'NUDT5', 'KDM1A', 'F2', 'CRYM', 'FBL', 'TK1', 'GIF', 'NMRAL1', 'UMPS', 'SNAI1', 'F10', 'NME2', 'COMT', 'ACSM2A', 'SMS', 'F2', 'CRYL1', 'PROC', 'MEPCE', 'THRB', 'PIK3CA', 'CD1D', 'F10', 'GIF', 'GAMT', 'F5', 'SIRT6', 'RNLS', 'F2', 'PCNA', 'TPSAB1', 'GSK3B', 'CD1D', 'MMP9', 'MLST8']"
methoxsalen,"['ACADM', 'BPI', 'PROCR', 'SEC14L2', 'CD1A', 'TTPA', 'CYP2C9', 'HBD', 'NR1H2', 'ESRRG', 'NCOA1', 'CYP2C8', 'CETP', 'ACADS', 'SNAI1', 'CYP2R1', 'CYP2E1', 'NCOA1', 'THRB', 'CD1D', 'CYP2B6', 'THRA', 'ESRRA', 'CYP11A1', 'CYP11A1', 'CYP3A4', 'CD1C', 'NF1', 'CYP1B1', 'NCOA1', 'CYP17A1', 'CYP2D6', 'PCNA', 'NCOA1', 'NCOA1', 'NR0B2', 'CYP11B2', 'CD1D', 'NCOA1', 'CYP1A1', 'NCOA2', 'HTR2B']"
acetazolamide,"['METAP2', 'FABP7', 'CA1', 'AKR1C2', 'PROCR', 'CD1A', 'AKR1C3', 'AKR1B1', 'AKR1B10', 'UXS1', 'KDM1A', 'COL4A3BP', 'GALNT2', 'APOD', 'CRYM', 'KDM1A', 'GIF', 'KDM1A', 'KDM1A', 'MINA', 'KDM6B', 'SNAI1', 'AOC3', 'NME2', 'CA4', 'THRB', 'AOC1', 'CD1D', 'CA9', 'REN', 'GIF', 'CD40LG', 'CA7', 'REN', 'CD1C', 'RNLS', 'HINT1', 'PCNA', 'KDM6B', 'CD1D', 'CA12', 'EPRS']"
trandolapril,"['NQO1', 'GALE', 'MMP1', 'PROCR', 'CD1A', 'DCXR', 'ACE2', 'ACAD8', 'AKR1C3', 'ACE', 'HSD11B1', 'ADARB1', 'AKR1C4', 'MAVS', 'MUT', 'MED1', 'NME2', 'COMT', 'GSR', 'ECE1', 'THRB', 'CD1D', 'ADCYAP1R1', 'ACE', 'NCOA2', 'PXN', 'BCL2L1', 'OGT', 'FASN', 'LTA4H', 'PCNA', 'MED1', 'F2R', 'KNG1', 'KNG1', 'HIST1H3H', 'NCOA2', 'NCOA2', 'NCOA1', 'OGT', 'OGT', 'SMO']"
rasagiline,"['NQO1', 'ACADM', 'SULT2A1', 'PCTP', 'PROCR', 'SEC14L2', 'UROD', 'AKR1C3', 'PGR', 'TCN2', 'GIF', 'ACADS', 'HMGCS2', 'KDM1A', 'MAOB', 'MAOA', 'TLR1', 'PTGR2', 'MED1', 'NME2', 'EP300', 'NCOA1', 'THRB', 'CD1D', 'PNMT', 'CD40LG', 'NCOA2', 'CD1C', 'NF1', 'CDC34', 'PCNA', 'MED1', 'MED1', 'MED1', 'MED1', 'DHODH', 'PIK3R1', 'KAT8', 'CD1D', 'ERP27', 'NCOA2', 'NCOA1']"
carvedilol,"['HMOX1', 'PGR', 'NCOA2', 'NR1H2', 'LSS', 'TCN2', 'HPGD', 'PDE5A', 'GIF', 'HBB', 'MUT', 'ERO1A', 'NME2', 'GSR', 'NCOA1', 'THRB', 'CD1D', 'PDE6C', 'NCOA2', 'CXCR4', 'CD1C', 'NCOA1', 'NCOA1', 'HRH1', 'GLTP', 'NCOA1', 'ADRB2', 'PPARGC1B', 'CTNNB1', 'GFER', 'CHRM2', 'PCNA', 'NCOA1', 'F2R', 'PIK3R1', 'BCL2L1', 'OPRK1', 'NCOA1', 'OPRL1', 'CD1D', 'HTR1B', 'HTR2B']"
captopril,"['GALE', 'MMP1', 'DPEP1', 'PROCR', 'MME', 'ACE2', 'WARS', 'ACAD8', 'PITPNA', 'ACE', 'TCN2', 'GIF', 'PDE4A', 'MAVS', 'MUT', 'MMP7', 'ERAP1', 'NME2', 'EP300', 'GSR', 'ECE1', 'PPP2R5C', 'PDE4B', 'THRB', 'CD1D', 'ACE', 'OGT', 'OGT', 'FASN', 'TNKS2', 'LTA4H', 'PCNA', 'KNG1', 'KNG1', 'TAB1', 'ADAM8', 'FKBP5', 'FKBP4', 'CD1D', 'OGT', 'OGT', 'OGT']"
nilotinib,"['EPHA2', 'AKT2', 'CDK2', 'KIT', 'ZAP70', 'SRC', 'FYN', 'ABL1', 'SRC', 'ABL1', 'CSF1R', 'STK10', 'TEK', 'ERBB4', 'SRC', 'EPHB4', 'LYN', 'NME2', 'MET', 'BTK', 'MAPK11', 'THRB', 'ABL2', 'FLT1', 'EGFR', 'MAPK10', 'EGFR', 'FGFR1', 'LIMK1', 'FGFR1', 'TGFBR1', 'JAK2', 'NTRK3', 'KDR', 'PCNA', 'KDR', 'DDR1', 'KDR', 'MAPK13', 'CCNC', 'EIF2AK3', 'RIPK1']"
indapamide,"['HIF1AN', 'HIF1AN', 'CA1', 'BHMT', 'AIFM1', 'METAP2', 'KDM1A', 'COL4A3BP', 'KDM1A', 'GIF', 'PEBP1', 'RBP2', 'KDM1A', 'KDM6B', 'SNAI1', 'AOC3', 'APOM', 'NME2', 'SRSF1', 'VLDLR', 'AMD1', 'CA4', 'CD1D', 'CA9', 'REN', 'GIF', 'CD40LG', 'CA7', 'CDK16', 'DHRS4', 'REN', 'OGT', 'PHF2', 'RNLS', 'OGT', 'HINT1', 'CYP7A1', 'PCNA', 'TAB1', 'OGT', 'CA12', 'EPRS']"
midazolam,"['GALE', 'TRAPPC3', 'DHRS11', 'KAT2A', 'SPR', 'PDK2', 'HPGD', 'GIF', 'RTN4IP1', 'TLR1', 'NME2', 'THRB', 'RRM1', 'NCOA1', 'GIF', 'PHIP', 'HIST1H3H', 'HIST1H4I', 'DHRS4', 'BRD2', 'CREBBP', 'HIST1H4I', 'BRD1', 'BRD3', 'MMACHC', 'CD1B', 'BRD4', 'BPTF', 'SMARCA4', 'HIST1H4I', 'HIST1H4I', 'S1PR1', 'PCNA', 'F2R', 'BRD2', 'BCL2L1', 'OPRK1', 'BRD4', 'NCOA1', 'BRDT', 'HTR2B', 'BAZ2B']"
enalapril,"['NQO1', 'MPO', 'GALE', 'MMP1', 'PROCR', 'CD1A', 'MME', 'ACE2', 'ACE', 'COL4A3BP', 'AKR1C4', 'HAO1', 'MUT', 'NME2', 'EP300', 'COMT', 'ECE1', 'THRB', 'CD1D', 'ACE', 'OGT', 'BCL2L1', 'OGT', 'FASN', 'LTA4H', 'PCNA', 'MED1', 'MED1', 'F2R', 'KNG1', 'KNG1', 'ADAM8', 'FKBP4', 'CD1D', 'HIST1H3H', 'NCOA2', 'ANPEP', 'RNASEL', 'OGT', 'OGT', 'OGT', 'SMO']"
lapatinib,"['BPI', 'EPHA2', 'NMNAT3', 'SEC14L2', 'MAP2K2', 'ZAP70', 'ABL1', 'SRC', 'ABL1', 'RET', 'STK10', 'TEK', 'ZAP70', 'ERBB4', 'SRC', 'EPHB4', 'CHEK2', 'ALK', 'NME2', 'MERTK', 'MET', 'MAP2K1', 'BTK', 'MAPK11', 'EGFR', 'TYK2', 'EGFR', 'EGFR', 'ERBB2', 'FGFR1', 'BMX', 'JAK2', 'PCNA', 'MAP2K1', 'NTRK1', 'TBK1', 'CCNC', 'SYK', 'JAK2', 'SYK', 'ITK', 'PTK2']"
imipramine,"['ADH7', 'GALE', 'PROCR', 'HMOX1', 'SEC14L2', 'TRAPPC3', 'DHRS11', 'SPR', 'HSD17B4', 'HTATIP2', 'DBI', 'IDO1', 'HPGD', 'CRYM', 'MUT', 'NME2', 'NCOA1', 'THRB', 'NCOA1', 'NCOA2', 'CYP3A4', 'DHRS4', 'HIST1H3H', 'GSTK1', 'BCL2L1', 'CD1B', 'CTNNB1', 'S1PR1', 'CYP7A1', 'MED1', 'PCNA', 'MED1', 'GDA', 'NR0B2', 'FKBP4', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'HTR2B']"
streptomycin,"['DHPS', 'ETFA', 'SULT2A1', 'NMNAT3', 'NT5M', 'PGA4', 'RNASEL', 'TCN2', 'TAF10', 'HPGD', 'GIF', 'RRAGD', 'NMRAL1', 'NME2', 'EP300', 'COMT', 'GSR', 'CHKB', 'THRB', 'CD1D', 'EHMT2', 'GIF', 'RRAGC', 'TAF10', 'TAF10', 'TAF10', 'TAF10', 'TAF10', 'RAMP1', 'MGAM', 'BRD4', 'PCNA', 'CDKL2', 'MAP2K1', 'CTSA', 'CHKA', 'FKBP5', 'CD1D', 'TBK1', 'RNASEL', 'NDOR1', 'MLST8']"
penicillamine,"['BPI', 'RARG', 'HBG1', 'HNF4G', 'RAC1', 'ALB', 'PSAP', 'CDK2', 'RAC1', 'HBD', 'RAB21', 'RAB2A', 'NCOA2', 'DBI', 'KAT6A', 'DAPK1', 'MUT', 'NCOA2', 'ALK', 'NME2', 'CRYL1', 'THRB', 'NCOA1', 'DDX53', 'PDE6C', 'NCOA2', 'SFN', 'SFN', 'SFN', 'STIM1', 'GFER', 'JAK2', 'SFN', 'PCNA', 'MED1', 'KIF11', 'BCL2L1', 'PEG3', 'NOD1', 'MAPK13', 'NCOA1', 'NCOA2']"
fenoprofen,"['HSD17B1', 'KAT2B', 'GALE', 'FABP3', 'HSD17B4', 'NMNAT1', 'PROCR', 'SUOX', 'ALB', 'NMNAT3', 'SOS1', 'CBR1', 'DHRS11', 'HSD11B1', 'CRYZ', 'SPR', 'NCOA2', 'UXS1', 'HTATIP2', 'CBR3', 'NAA50', 'RAC1', 'MYH14', 'MED1', 'VDR', 'NME2', 'THRB', 'GIF', 'HSDL2', 'CYB5B', 'NCOA2', 'NCOA2', 'MMACHC', 'MED1', 'PCNA', 'MED1', 'MED1', 'NCOA2', 'HIST1H3H', 'NCOA1', 'NCOA1', 'NCOA2']"
caffeine,"['UAP1', 'PROCR', 'NMNAT3', 'AKT2', 'AKT2', 'HIST1H3H', 'PGA4', 'CHIT1', 'G6PD', 'COL4A3BP', 'TAF10', 'TEK', 'GPD1L', 'AKT2', 'MUT', 'TLR1', 'RPS6KB1', 'NME2', 'MET', 'TPX2', 'CHIA', 'THRB', 'GIF', 'PNMT', 'TAF10', 'TAF10', 'TAF10', 'TAF10', 'TAF10', 'TAF10', 'TAF10', 'ADCYAP1R1', 'RAB1B', 'PXN', 'RNLS', 'PCNA', 'TLR8', 'BCL2L1', 'GSK3B', 'PTPN9', 'MMP9', 'CARM1']"
emtricitabine,"['HMOX1', 'ALB', 'NMNAT3', 'DCK', 'MME', 'ACAD8', 'SPR', 'ADARB1', 'DCK', 'AK1', 'NTMT1', 'NCOA1', 'BLVRA', 'DGUOK', 'BCL2', 'NMRAL1', 'RRP8', 'NME2', 'CYP2R1', 'GSR', 'PDE9A', 'THRB', 'CD1D', 'EPHX2', 'GSTA4', 'NCOA1', 'NCOA2', 'NCOA1', 'GIF', 'CYP11A1', 'NCOA2', 'GSTK1', 'NCOA1', 'BCL2L1', 'PPARG', 'NCOA1', 'PCNA', 'BCL2L1', 'OPRL1', 'CD1D', 'NCOA1', 'HTR2B']"
imatinib,"['GSK3B', 'EPHA2', 'CDK2', 'KIT', 'SRC', 'CDK2', 'CDK2', 'FYN', 'ABL1', 'SRC', 'ABL1', 'STK10', 'TEK', 'ERBB4', 'SRC', 'EPHB4', 'STK25', 'LYN', 'NME2', 'MET', 'TPX2', 'BTK', 'MAPK11', 'ABL2', 'FLT1', 'EGFR', 'ERBB2', 'FGFR1', 'LIMK1', 'FGFR1', 'TGFBR1', 'JAK2', 'NTRK3', 'KDR', 'PCNA', 'KDR', 'DDR1', 'KDR', 'GSK3B', 'MAPK13', 'CCNC', 'EIF2AK3']"
oxytetracycline,"['ADH7', 'NQO1', 'NNT', 'HSD17B1', 'AHCY', 'PROCR', 'ALB', 'HBD', 'PGR', 'NR1H2', 'ACAT2', 'DHRS11', 'HSD17B4', 'BDH2', 'DBI', 'IDO1', 'NCOA1', 'GIF', 'NCOA2', 'ERO1A', 'NME2', 'GSR', 'NCOA1', 'THRB', 'NCOA2', 'NCOA2', 'TXN', 'NCOA1', 'MMACHC', 'MMACHC', 'CTNNB1', 'S1PR1', 'AR', 'PCNA', 'MED1', 'MED1', 'F2R', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'HTR2B']"
minoxidil,"['ETFA', 'BPI', 'HADH', 'PAH', 'PCTP', 'PROCR', 'SEC14L2', 'CD1A', 'CYP2C9', 'PGR', 'DHRS11', 'CRYZ', 'NCOA2', 'TCN2', 'NCOA2', 'ADAMTS4', 'TLR1', 'PTGR2', 'PTGIS', 'NME2', 'CYP2R1', 'NCOA1', 'NUP214', 'THRB', 'CD1D', 'GIF', 'CYP3A4', 'NCOA2', 'NCOA2', 'GSTK1', 'PANK1', 'CYP2D6', 'PPARD', 'CYP7A1', 'PCNA', 'NCOA2', 'CD1D', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1']"
doxycycline,"['HBE1', 'HBB', 'BPI', 'PROCR', 'ALB', 'CYP2C9', 'HBD', 'PGR', 'ADH1C', 'DECR1', 'DHRS11', 'APAF1', 'SPR', 'HSD17B4', 'BDH2', 'PDK2', 'RUVBL1', 'DBI', 'IDO1', 'HBB', 'NME2', 'GSR', 'NCOA1', 'NCOA1', 'THRB', 'CYB5R4', 'CYCS', 'NCOA2', 'NCOA2', 'NCOA1', 'MMACHC', 'MMACHC', 'BCL2L1', 'PPARD', 'AR', 'PCNA', 'MED1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2']"
carbidopa,"['SHMT1', 'ETFA', 'BHMT', 'HAGH', 'ACE2', 'UXS1', 'GALNT2', 'KDM1A', 'ALDH7A1', 'CSAD', 'GAD2', 'SULT1C3', 'MAVS', 'KDM1A', 'KDM1A', 'MUT', 'SNAI1', 'MAOA', 'PTGR2', 'NME2', 'RAB6A', 'HSDL2', 'QSOX1', 'CYCS', 'NCOA2', 'NCOA2', 'RNLS', 'DDC', 'MED1', 'MED1', 'PCNA', 'GAD1', 'MED1', 'MED1', 'MED1', 'HDC', 'NCOA2', 'NCOA2', 'SETD2', 'NCOA1', 'NCOA1', 'NCOA1']"
perindopril,"['MMP1', 'MME', 'ACE2', 'ACAD8', 'AKR1C3', 'ACE', 'COL4A3BP', 'AKR1C4', 'GIF', 'NCOA1', 'MUT', 'MMP7', 'ERAP1', 'TLR1', 'NME2', 'ECE1', 'THRB', 'CD1D', 'GIF', 'ACE', 'OGT', 'PXN', 'BCL2L1', 'OGT', 'FASN', 'LTA4H', 'MED1', 'PCNA', 'MED1', 'KNG1', 'KNG1', 'TAB1', 'ADAM8', 'FKBP5', 'CD1D', 'NCOA2', 'NCOA2', 'ANPEP', 'NCOA1', 'OGT', 'OGT', 'OGT']"
desipramine,"['GALE', 'HMOX1', 'SEC14L2', 'CYP2C9', 'TRAPPC3', 'DHRS11', 'SPR', 'HSD17B4', 'DBI', 'IDO1', 'XDH', 'CRYM', 'NAA50', 'MUT', 'TLR1', 'NME2', 'CYP2E1', 'NCOA1', 'THRB', 'RRM1', 'CYP3A4', 'NCOA2', 'DHRS4', 'HIST1H3H', 'GSTK1', 'CTNNB1', 'MED1', 'MED1', 'PCNA', 'MED1', 'MED1', 'BCL2L1', 'NR0B2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'HIST1H4I', 'NCOA2']"
gemcitabine,"['MPO', 'HMOX1', 'DCK', 'DCK', 'ESRRG', 'COL4A3BP', 'NCOA1', 'DGUOK', 'GIF', 'ACADS', 'RTN4IP1', 'RRP8', 'NME2', 'CYP2R1', 'PDE9A', 'ADORA2A', 'NCOA1', 'THRB', 'CD1D', 'NCOA1', 'GIF', 'NCOA1', 'NCOA1', 'NCOA2', 'TXN', 'NCOA1', 'NCOA1', 'NCOA1', 'ADRB2', 'BCL2L1', 'FASN', 'CTNNB1', 'S1PR1', 'PCNA', 'PIK3R1', 'BCL2L1', 'NR0B2', 'CYP11B2', 'OPRL1', 'CD1D', 'HTR1B', 'SMO']"
cladribine,"['MPO', 'HMOX1', 'MME', 'GMDS', 'NR1H2', 'LSS', 'DCK', 'PDK2', 'IDO1', 'ESRRG', 'DGUOK', 'GGPS1', 'ACADS', 'BCL2', 'RRP8', 'NME2', 'GSR', 'NCOA1', 'THRB', 'CD1D', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'BCL2L1', 'CYP2D6', 'FASN', 'S1PR1', 'NCOA1', 'PCNA', 'MED1', 'MED1', 'BCL2L1', 'NR0B2', 'OPRL1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'HTR1B']"
clomipramine,"['ADH7', 'GALE', 'PROCR', 'HMOX1', 'SEC14L2', 'CD1A', 'DHRS11', 'HSD17B4', 'UXS1', 'DBI', 'IDO1', 'TRAPPC6A', 'MUT', 'NME2', 'AKR1D1', 'NCOA1', 'THRB', 'NCOA2', 'CYP3A4', 'NCOA2', 'DHRS4', 'GSTK1', 'BCL2L1', 'CD1B', 'CTNNB1', 'S1PR1', 'PPARG', 'MED1', 'MED1', 'PCNA', 'MED1', 'PIK3R1', 'BCL2L1', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'HTR2B']"
celecoxib,"['PROCR', 'CTBP1', 'CD1A', 'AKR1C3', 'AKR1B1', 'HSD11B1', 'AKR1B10', 'TCN2', 'PDK4', 'COL4A3BP', 'CTBP2', 'GIF', 'KDM1A', 'MUT', 'RUVBL1', 'TLR1', 'NME2', 'GSR', 'CA4', 'THRB', 'CD1D', 'CA9', 'PNMT', 'CA7', 'NCOA2', 'NCOA2', 'MED1', 'PCNA', 'MED1', 'MED1', 'F2R', 'NCOA1', 'CD1D', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'CA12', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
pentamidine,"['PLAT', 'PROC', 'F2', 'GALE', 'PRSS1', 'F7', 'PCTP', 'F10', 'F2R', 'GZMA', 'HPN', 'PGA4', 'AKR1C3', 'CTSG', 'TCN2', 'F7', 'TPSAB1', 'F2', 'KDM1A', 'TP53I3', 'GIF', 'F7', 'KLK7', 'F10', 'F10', 'NME2', 'AKR1D1', 'F2', 'PROC', 'ACSS1', 'THRB', 'F10', 'GIF', 'PANK3', 'REN', 'F5', 'F2', 'RNLS', 'F2', 'PCNA', 'TPSAB1', 'CD1D']"
ganciclovir,"['MPO', 'CBS', 'MME', 'PGR', 'SPR', 'ADARB1', 'ESRRG', 'PDE5A', 'DGUOK', 'TLR1', 'MED1', 'ERO1A', 'VDR', 'NME2', 'GSR', 'THRB', 'LCMT1', 'GSTA4', 'NCOA1', 'NCOA2', 'HSDL2', 'RORC', 'NCOA2', 'NCOA2', 'FASN', 'CTNNB1', 'S1PR1', 'MED1', 'PCNA', 'MED1', 'MED1', 'OPRK1', 'NR0B2', 'TMEM173', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'CARM1']"
ramipril,"['MMP1', 'AKR1C2', 'PROCR', 'CD1A', 'MME', 'ACE2', 'AKR1C3', 'ACE', 'ADARB1', 'COL4A3BP', 'NCOA1', 'AKR1C4', 'HAO1', 'MUT', 'MED1', 'NME2', 'EP300', 'ECE1', 'THRB', 'CD1D', 'NCOA1', 'ACE', 'OGT', 'BCL2L1', 'OGT', 'FASN', 'GFER', 'LTA4H', 'MED1', 'PCNA', 'MED1', 'MED1', 'KNG1', 'KNG1', 'TAB1', 'CD1D', 'HIST1H3H', 'NCOA2', 'NCOA2', 'OGT', 'OGT', 'OGT']"
sildenafil,"['PDE3B', 'PDE5A', 'PDE4D', 'PDE7A', 'TCN2', 'PDK2', 'IDO1', 'RBKS', 'PDE5A', 'TP53I3', 'GIF', 'PDE4A', 'MUT', 'TLR1', 'NME2', 'PDE5A', 'CYP2R1', 'PDE9A', 'PDE4B', 'PDE4B', 'PDE4D', 'THRB', 'CD1D', 'PDE2A', 'PDE6C', 'PDE6C', 'NCOA2', 'NCOA2', 'PDE9A', 'NCOA1', 'GLTP', 'CD1B', 'CYP2D6', 'PCNA', 'NR0B2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'HTR2B']"
vardenafil,"['ACADM', 'LDHB', 'PROCR', 'ACAD8', 'PDE3B', 'PDE5A', 'PDE4D', 'PDE7A', 'TCN2', 'PDE5A', 'ACADSB', 'NCOA1', 'PDE4A', 'MUT', 'NME2', 'PDE5A', 'PDE9A', 'PDE4B', 'PDE4B', 'PDE4D', 'THRB', 'PDE2A', 'PDE6C', 'PDE6C', 'CYCS', 'NCOA2', 'NCOA2', 'NCOA1', 'GLTP', 'CD1B', 'CTNNB1', 'PPARG', 'PCNA', 'BCL2L1', 'NR0B2', 'CD1D', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1']"
tadalafil,"['ETFA', 'ACADM', 'LDHB', 'PCTP', 'TTPA', 'PDE3B', 'PDE5A', 'NR1H2', 'PDE4D', 'PDE7A', 'TOP2A', 'IDO1', 'PDE5A', 'NCOA2', 'PDE4A', 'MUT', 'TLR1', 'ERO1A', 'NME2', 'PDE5A', 'PDE4B', 'PDE4B', 'PDE4D', 'THRB', 'CD1D', 'PDE2A', 'PDE6C', 'PDE6C', 'RORC', 'NCOA2', 'NCOA2', 'NCOA1', 'PDE9A', 'NCOA2', 'NCOA1', 'NCOA1', 'GLTP', 'NCOA1', 'PPARA', 'NCOA1', 'NR0B2', 'NCOA2']"
amiloride,"['PLAT', 'PROC', 'F2', 'PRSS1', 'QDPR', 'F7', 'KLK6', 'F10', 'F2R', 'GZMA', 'HPN', 'PGA4', 'PLAT', 'CTSG', 'TCN2', 'F7', 'ZADH2', 'F7', 'TPSAB1', 'F10', 'F2', 'HSD17B10', 'TMPRSS11E', 'PFN1', 'F7', 'ITPK1', 'KLK7', 'F10', 'F10', 'F11', 'F2', 'PROC', 'F10', 'ST14', 'F5', 'F2', 'F2', 'PCNA', 'BACE2', 'TPSAB1', 'PNP', 'NSUN4']"
tranylcypromine,"['PLAT', 'PROC', 'F2', 'DHPS', 'PRSS1', 'F7', 'KLK6', 'IMPDH2', 'F10', 'F2R', 'GZMA', 'HPN', 'PLAT', 'CTSG', 'TCN2', 'F7', 'F7', 'NAGK', 'TPSAB1', 'PHGDH', 'F10', 'F2', 'KDM1A', 'HSD17B10', 'TMPRSS11E', 'HSD17B8', 'F7', 'KLK7', 'F10', 'F10', 'TLR1', 'F11', 'ACSM2A', 'F2', 'PROC', 'F10', 'ST14', 'F5', 'F2', 'F2', 'PCNA', 'TPSAB1']"
mexiletine,"['PLAT', 'PROC', 'F2', 'PRSS1', 'GZMB', 'F7', 'KLK6', 'F10', 'F2R', 'GZMA', 'HPN', 'PGA4', 'PLAT', 'CTSG', 'RAB4A', 'F7', 'F7', 'XDH', 'TPSAB1', 'F10', 'F2', 'CRYM', 'TMPRSS11E', 'F7', 'KLK7', 'F10', 'F10', 'F11', 'F2', 'PROC', 'F10', 'HSDL2', 'ST14', 'F5', 'F2', 'F2', 'PCNA', 'BACE2', 'TPSAB1', 'JAK2', 'MAPK1', 'SIRT1']"
indomethacin,"['NQO1', 'PROCR', 'NMNAT3', 'AKR1C3', 'HSD17B4', 'TCN2', 'AK4', 'NCOA1', 'CETP', 'GIF', 'NCOA1', 'MUT', 'PTGR1', 'TLR1', 'PTGR2', 'PPARG', 'NME2', 'GSR', 'NCOA1', 'THRB', 'CD1D', 'GSTA4', 'NCOA1', 'GIF', 'NCOA2', 'TXN', 'NCOA1', 'DLD', 'NCOA1', 'PPARGC1B', 'NCOA1', 'CTNNB1', 'PPARG', 'PPARG', 'NCOA1', 'PCNA', 'NCOA1', 'NR0B2', 'NCOA2', 'CD1D', 'NCOA1', 'NCOA1']"
warfarin,"['HMOX1', 'ALB', 'PSAP', 'SEC14L2', 'CD1A', 'IDO1', 'NCOA2', 'MUT', 'NCOA2', 'ERO1A', 'VDR', 'NME2', 'NCOA1', 'NCOA1', 'ACACB', 'THRB', 'RORC', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA2', 'NCOA2', 'DLD', 'NCOA1', 'NCOA1', 'GLTP', 'CD1B', 'FASN', 'GFER', 'NCOA2', 'MED1', 'PCNA', 'MED1', 'HBZ', 'KIF11', 'NCOA1', 'NCOA1', 'NR0B2', 'NCOA2', 'CD1D', 'NCOA1', 'NCOA2']"
trifluoperazine,"['BPI', 'NCOA2', 'GSTA1', 'PROCR', 'ALB', 'PSAP', 'TRAPPC3', 'NCOA2', 'NCOA1', 'CETP', 'AR', 'MUT', 'TLR1', 'NME2', 'MET', 'NCOA1', 'NCOA2', 'THRB', 'CD1D', 'THRA', 'NCOA1', 'NCOA1', 'ERBB2', 'NCOA2', 'NCOA1', 'BCL2L1', 'CD1B', 'CTNNB1', 'NCOA1', 'PPARA', 'PCNA', 'BCL2L1', 'NR0B2', 'NCOA2', 'CYP11B2', 'HTR2B', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
digoxin,"['NQO1', 'PCTP', 'HNF4G', 'ALB', 'RORA', 'NGB', 'SEC14L2', 'TCN2', 'MUT', 'TLR1', 'VDR', 'NME2', 'THRB', 'CD1D', 'NCOA1', 'PDE6C', 'RORC', 'RORC', 'RORC', 'NCOA2', 'NCOA2', 'NCOA2', 'NF1', 'NCOA2', 'BCL2L1', 'CYP17A1', 'CTNNB1', 'AR', 'AR', 'MED1', 'PCNA', 'MED1', 'NCOA1', 'NR0B2', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2']"
pioglitazone,"['PROCR', 'SEC14L2', 'CD1A', 'NR1H2', 'NCOA1', 'NCOA1', 'HMGCS2', 'MAOB', 'MAOA', 'TLR1', 'VDR', 'PPARG', 'NME2', 'EP300', 'CYP2R1', 'NCOA1', 'NCOA1', 'THRB', 'CD1D', 'NCOA2', 'NF1', 'NCOA1', 'NCOA1', 'PPARGC1B', 'NCOA1', 'CD1B', 'PPARD', 'CTNNB1', 'PPARG', 'PPARG', 'PPARG', 'NCOA1', 'PPARA', 'PCNA', 'NCOA1', 'NCOA2', 'FKBP5', 'CD1D', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2']"
